name	female	male	number_of_GFP_kernels	number_of_WT_kernels	year	cross_type	family	category	allele	FPKM	PCR_confirmed
Y42-3x1	42-3	1	117	123	2019_additional_alleles	female	42	sperm_cell_high	tdsgR83A02	508.239	TRUE
Y44-5x1	44-5	1	250	251	2019_additional_alleles	female	44	seedling_only	tdsgR91G06	53.8378	TRUE
Y74-3x1	74-3	1	249	231	2019_additional_alleles	female	74	seedling_only	tdsgR65A10	695.5563333	TRUE
Y42-2x1	42-2	1	244	229	2019_additional_alleles	female	42	sperm_cell_high	tdsgR83A02	508.239	TRUE
Y81-3x1	81-3	1	240	254	2019_additional_alleles	female	81	seedling_only	tdsgR44E07	116.5753333	TRUE
Y89-3x1	89-3	1	267	289	2019_additional_alleles	female	89	seedling_only	tdsgR106E07	35.1108	TRUE
Y44-7x1	44-7	1	213	204	2019_additional_alleles	female	44	seedling_only	tdsgR91G06	53.8378	TRUE
Y42-1x1	42-1	1	209	230	2019_additional_alleles	female	42	sperm_cell_high	tdsgR83A02	508.239	TRUE
Y74-1x1	74-1	1	295	257	2019_additional_alleles	female	74	seedling_only	tdsgR65A10	695.5563333	TRUE
Y81-2x1	81-2	1	199	204	2019_additional_alleles	female	81	seedling_only	tdsgR44E07	116.5753333	TRUE
Y89-2x1	89-2	1	257	261	2019_additional_alleles	female	89	seedling_only	tdsgR106E07	35.1108	TRUE
Y44-6x1	44-6	1	267	261	2019_additional_alleles	female	44	seedling_only	tdsgR91G06	53.8378	TRUE
Y89-11x1	89-11	1	267	260	2019_additional_alleles	female	89	seedling_only	tdsgR106E07	35.1108	TRUE
Y74G-3x1	74G-3	1	231	241	2019_additional_alleles	female	74	seedling_only	tdsgR65A10	695.5563333	TRUE
Y81-5x1	81-5	1	358	310	2019_additional_alleles	female	81	seedling_only	tdsgR44E07	116.5753333	TRUE
Y42-7x1	42-7	1	233	247	2019_additional_alleles	female	42	sperm_cell_high	tdsgR83A02	508.239	TRUE
Y44-1x1	44-1	1	306	258	2019_additional_alleles	female	44	seedling_only	tdsgR91G06	53.8378	TRUE
Y89-8x1	89-8	1	306	319	2019_additional_alleles	female	89	seedling_only	tdsgR106E07	35.1108	TRUE
Y89-4x1	89-4	1	313	261	2019_additional_alleles	female	89	seedling_only	tdsgR106E07	35.1108	TRUE
Y81-4x1	81-4	1	170	184	2019_additional_alleles	female	81	seedling_only	tdsgR44E07	116.5753333	TRUE
Y74G-2x1	74G-2	1	247	232	2019_additional_alleles	female	74	seedling_only	tdsgR65A10	695.5563333	TRUE
Y42-6x1	42-6	1	216	216	2019_additional_alleles	female	42	sperm_cell_high	tdsgR83A02	508.239	TRUE
Y74-4x1	74-4	1	267	285	2019_additional_alleles	female	74	seedling_only	tdsgR65A10	695.5563333	TRUE
Y89-7x1	89-7	1	232	219	2019_additional_alleles	female	89	seedling_only	tdsgR106E07	35.1108	TRUE
Y44-3x1	44-3	1	233	234	2019_additional_alleles	female	44	seedling_only	tdsgR91G06	53.8378	TRUE
Y42-5x1	42-5	1	208	207	2019_additional_alleles	female	42	sperm_cell_high	tdsgR83A02	508.239	TRUE
Y81-6x1	81-6	1	266	263	2019_additional_alleles	female	81	seedling_only	tdsgR44E07	116.5753333	TRUE
Y74-5x1	74-5	1	108	97	2019_additional_alleles	female	74	seedling_only	tdsgR65A10	695.5563333	TRUE
Y89-6x1	89-6	1	282	263	2019_additional_alleles	female	89	seedling_only	tdsgR106E07	35.1108	TRUE
Y44-2x1	44-2	1	252	256	2019_additional_alleles	female	44	seedling_only	tdsgR91G06	53.8378	TRUE
Y200-4x1	200-4	1	273	273	2019_additional_alleles	female	200	vegetative_cell_high	tdsgR02A05	24.0476	FALSE
Y204-4x1	204-4	1	294	262	2019_additional_alleles	female	204	vegetative_cell_high	tdsgR85A08	242.762	FALSE
Y206-2x1	206-2	1	267	246	2019_additional_alleles	female	206	sperm_cell_high	tdsgR89B08	43.9868	FALSE
Y203-1x1	203-1	1	277	252	2019_additional_alleles	female	203	vegetative_cell_high	tdsgR67H12	58.0787	FALSE
Y2x206G-1	2	206G-1	156	372	2019_additional_alleles	male	206	sperm_cell_high	tdsgR89B08	43.9868	FALSE
Y2x206-1	2	206-1	166	288	2019_additional_alleles	male	206	sperm_cell_high	tdsgR89B08	43.9868	FALSE
Y204-5x1	204-5	1	178	192	2019_additional_alleles	female	204	vegetative_cell_high	tdsgR85A08	242.762	FALSE
Y206-3x1	206-3	1	240	238	2019_additional_alleles	female	206	sperm_cell_high	tdsgR89B08	43.9868	FALSE
Y2x201-2	2	201-2	58	77	2019_additional_alleles	male	201	vegetative_cell_high	tdsgR108A02	126.313	FALSE
Y2x203-3	2	203-3	175	183	2019_additional_alleles	male	203	vegetative_cell_high	tdsgR67H12	58.0787	FALSE
Y2x15-2	2	15-2	147	138	2019_additional_alleles	male	15	sperm_cell_high	tdsgR06C04	849.346	FALSE
Y2x15-5	2	15-5	177	161	2019_additional_alleles	male	15	sperm_cell_high	tdsgR06C04	849.346	FALSE
Y203-3x1	203-3	1	202	216	2019_additional_alleles	female	203	vegetative_cell_high	tdsgR67H12	58.0787	FALSE
Y200-6x1	200-6	1	271	248	2019_additional_alleles	female	200	vegetative_cell_high	tdsgR02A05	24.0476	FALSE
Y2x202-5	2	202-5	157	170	2019_additional_alleles	male	202	sperm_cell_high	tdsgR29A11	25.5451	FALSE
Y2x200-3	2	200-3	203	211	2019_additional_alleles	male	200	vegetative_cell_high	tdsgR02A05	24.0476	FALSE
Y2x200-4	2	200-4	219	217	2019_additional_alleles	male	200	vegetative_cell_high	tdsgR02A05	24.0476	FALSE
Y2x15-4	2	15-4	161	143	2019_additional_alleles	male	15	sperm_cell_high	tdsgR06C04	849.346	FALSE
Y2x204-1	2	204-1	144	145	2019_additional_alleles	male	204	vegetative_cell_high	tdsgR85A08	242.762	FALSE
Y202-1x1	202-1	1	232	229	2019_additional_alleles	female	202	sperm_cell_high	tdsgR29A11	25.5451	FALSE
Y2x203-2	2	203-2	168	180	2019_additional_alleles	male	203	vegetative_cell_high	tdsgR67H12	58.0787	FALSE
Y203-2x1	203-2	1	146	140	2019_additional_alleles	female	203	vegetative_cell_high	tdsgR67H12	58.0787	FALSE
Y206-1x1	206-1	1	284	265	2019_additional_alleles	female	206	sperm_cell_high	tdsgR89B08	43.9868	FALSE
Y2x203-5	2	203-5	246	237	2019_additional_alleles	male	203	vegetative_cell_high	tdsgR67H12	58.0787	FALSE
Y201-4x1	201-4	1	191	186	2019_additional_alleles	female	201	vegetative_cell_high	tdsgR108A02	126.313	FALSE
Y2x201-3	2	201-3	129	147	2019_additional_alleles	male	201	vegetative_cell_high	tdsgR108A02	126.313	FALSE
Y2x201-4	2	201-4	79	101	2019_additional_alleles	male	201	vegetative_cell_high	tdsgR108A02	126.313	FALSE
Y2x204-5	2	204-5	181	191	2019_additional_alleles	male	204	vegetative_cell_high	tdsgR85A08	242.762	FALSE
Y201-3x1	201-3	1	214	209	2019_additional_alleles	female	201	vegetative_cell_high	tdsgR108A02	126.313	FALSE
Y2x204-2	2	204-2	264	234	2019_additional_alleles	male	204	vegetative_cell_high	tdsgR85A08	242.762	FALSE
Y203-5x1	203-5	1	246	228	2019_additional_alleles	female	203	vegetative_cell_high	tdsgR67H12	58.0787	FALSE
Y2x203-1	2	203-1	255	238	2019_additional_alleles	male	203	vegetative_cell_high	tdsgR67H12	58.0787	FALSE
Y206G-2x1	206G-2	1	189	201	2019_additional_alleles	female	206	sperm_cell_high	tdsgR89B08	43.9868	FALSE
Y2x206-4	2	206-4	136	263	2019_additional_alleles	male	206	sperm_cell_high	tdsgR89B08	43.9868	FALSE
Y2x206-3	2	206-3	108	183	2019_additional_alleles	male	206	sperm_cell_high	tdsgR89B08	43.9868	FALSE
Y200-1x1	200-1	1	202	190	2019_additional_alleles	female	200	vegetative_cell_high	tdsgR02A05	24.0476	FALSE
Y204-1x1	204-1	1	221	240	2019_additional_alleles	female	204	vegetative_cell_high	tdsgR85A08	242.762	FALSE
Y202-7x1	202-7	1	256	247	2019_additional_alleles	female	202	sperm_cell_high	tdsgR29A11	25.5451	FALSE
Y2x202-8	2	202-8	182	189	2019_additional_alleles	male	202	sperm_cell_high	tdsgR29A11	25.5451	FALSE
Y2x202-1	2	202-1	169	158	2019_additional_alleles	male	202	sperm_cell_high	tdsgR29A11	25.5451	FALSE
Y203-7x1	203-7	1	149	182	2019_additional_alleles	female	203	vegetative_cell_high	tdsgR67H12	58.0787	FALSE
Y206-4x1	206-4	1	255	251	2019_additional_alleles	female	206	sperm_cell_high	tdsgR89B08	43.9868	FALSE
Y2x206-2	2	206-2	152	150	2019_additional_alleles	male	206	sperm_cell_high	tdsgR89B08	43.9868	FALSE
Y204-2x1	204-2	1	235	229	2019_additional_alleles	female	204	vegetative_cell_high	tdsgR85A08	242.762	FALSE
Y201-1x1	201-1	1	220	241	2019_additional_alleles	female	201	vegetative_cell_high	tdsgR108A02	126.313	FALSE
Y2x206G-2	2	206G-2	163	323	2019_additional_alleles	male	206	sperm_cell_high	tdsgR89B08	43.9868	FALSE
Y2x201-1	2	201-1	224	255	2019_additional_alleles	male	201	vegetative_cell_high	tdsgR108A02	126.313	FALSE
Y202-8x1	202-8	1	106	129	2019_additional_alleles	female	202	sperm_cell_high	tdsgR29A11	25.5451	FALSE
Y2x203-7	2	203-7	135	128	2019_additional_alleles	male	203	vegetative_cell_high	tdsgR67H12	58.0787	FALSE
Y2x204-3	2	204-3	193	199	2019_additional_alleles	male	204	vegetative_cell_high	tdsgR85A08	242.762	FALSE
Y2x204-4	2	204-4	187	184	2019_additional_alleles	male	204	vegetative_cell_high	tdsgR85A08	242.762	FALSE
Y2x15-1	2	15-1	61	95	2019_additional_alleles	male	15	sperm_cell_high	tdsgR06C04	849.346	FALSE
Y202-5x1	202-5	1	247	268	2019_additional_alleles	female	202	sperm_cell_high	tdsgR29A11	25.5451	FALSE
Y200-3x1	200-3	1	254	293	2019_additional_alleles	female	200	vegetative_cell_high	tdsgR02A05	24.0476	FALSE
Y204-3x1	204-3	1	269	306	2019_additional_alleles	female	204	vegetative_cell_high	tdsgR85A08	242.762	FALSE
Y2x200-1	2	200-1	232	250	2019_additional_alleles	male	200	vegetative_cell_high	tdsgR02A05	24.0476	FALSE
Y202-9x1	202-9	1	239	277	2019_additional_alleles	female	202	sperm_cell_high	tdsgR29A11	25.5451	FALSE
Y2x200-6	2	200-6	227	237	2019_additional_alleles	male	200	vegetative_cell_high	tdsgR02A05	24.0476	FALSE
Y206G-1x1	206G-1	1	221	211	2019_additional_alleles	female	206	sperm_cell_high	tdsgR89B08	43.9868	FALSE
Y2x202-7	2	202-7	86	92	2019_additional_alleles	male	202	sperm_cell_high	tdsgR29A11	25.5451	FALSE
Y2x202-9	2	202-9	240	284	2019_additional_alleles	male	202	sperm_cell_high	tdsgR29A11	25.5451	FALSE
Y15-2x1	15-2	1	323	179	2019_additional_alleles	female	15	sperm_cell_high	tdsgR06C04	849.346	FALSE
Y15-1x1	15-1	1	161	169	2019_additional_alleles	female	15	sperm_cell_high	tdsgR06C04	849.346	FALSE
Y15-4x1	15-4	1	310	224	2019_additional_alleles	female	15	sperm_cell_high	tdsgR06C04	849.346	FALSE
Y15-5x1	15-5	1	250	237	2019_additional_alleles	female	15	sperm_cell_high	tdsgR06C04	849.346	FALSE
